code,year,indicator,subtype,type,value,id
QUE,2016,violent crime,assault,raw,16627.74545,5
ROO,2016,violent crime,assault,raw,11488.75,5
SLP,2016,violent crime,assault,raw,24465,5
SIN,2016,violent crime,assault,raw,19351.15385,5
SON,2016,violent crime,assault,raw,22966.34146,5
TAB,2016,violent crime,assault,raw,27645.6338,5
TAM,2016,violent crime,assault,raw,46394.72727,5
TLA,2016,violent crime,assault,raw,889.3846154,5
VER,2016,violent crime,assault,raw,26877.14286,5
YUC,2016,violent crime,assault,raw,12316.39024,5
ZAC,2016,violent crime,assault,raw,14804.16667,5
AGU,2017,violent crime,assault,raw,15823.8,5
BCN,2017,violent crime,assault,raw,56510.11111,5
BCS,2017,violent crime,assault,raw,14453.57143,5
CAM,2017,violent crime,assault,raw,872.7741935,5
COA,2017,violent crime,assault,raw,40603.21429,5
COL,2017,violent crime,assault,raw,11939.82857,5
CHP,2017,violent crime,assault,raw,13547.71739,5
CHH,2017,violent crime,assault,raw,53946.25532,5
DIF,2017,violent crime,assault,raw,90168.98571,5
DUR,2017,violent crime,assault,raw,31331.21053,5
GUA,2017,violent crime,assault,raw,105765.2174,5
GRO,2017,violent crime,assault,raw,30282.97297,5
HID,2017,violent crime,assault,raw,27444.03846,5
JAL,2017,violent crime,assault,raw,73175.96491,5
MEX,2017,violent crime,assault,raw,205607.2778,5
MIC,2017,violent crime,assault,raw,23679.40909,5
MOR,2017,violent crime,assault,raw,34720,5
NAY,2017,violent crime,assault,raw,1698.206897,5
NLE,2017,violent crime,assault,raw,91280,5
OAX,2017,violent crime,assault,raw,25250.35135,5
PUE,2017,violent crime,assault,raw,27582.67857,5
QUE,2017,violent crime,assault,raw,18755.45455,5
ROO,2017,violent crime,assault,raw,15814.5,5
SLP,2017,violent crime,assault,raw,30582,5
SIN,2017,violent crime,assault,raw,19915.51282,5
SON,2017,violent crime,assault,raw,14159.02439,5
TAB,2017,violent crime,assault,raw,28893.59155,5
TAM,2017,violent crime,assault,raw,47086.77273,5
TLA,2017,violent crime,assault,raw,1024.961538,5
VER,2017,violent crime,assault,raw,38029.40476,5
YUC,2017,violent crime,assault,raw,9196.073171,5
ZAC,2017,violent crime,assault,raw,16858.33333,5
AGU,2018,violent crime,assault,raw,19653.43636,5
BCN,2018,violent crime,assault,raw,58821.77778,5
BCS,2018,violent crime,assault,raw,14750.64935,5
CAM,2018,violent crime,assault,raw,873.8181818,5
COA,2018,violent crime,assault,raw,44763.37662,5
COL,2018,violent crime,assault,raw,12268.61299,5
CHP,2018,violent crime,assault,raw,20849.16996,5
CHH,2018,violent crime,assault,raw,52175.21083,5
DIF,2018,violent crime,assault,raw,95262.45195,5
DUR,2018,violent crime,assault,raw,29861.6555,5
GUA,2018,violent crime,assault,raw,112690.9091,5
GRO,2018,violent crime,assault,raw,32349.28747,5
HID,2018,violent crime,assault,raw,32067.88112,5
JAL,2018,violent crime,assault,raw,67402.1244,5
MEX,2018,violent crime,assault,raw,175280.7273,5
MIC,2018,violent crime,assault,raw,25938.29752,5
MOR,2018,violent crime,assault,raw,34471.4876,5
NAY,2018,violent crime,assault,raw,1724.61442,5
NLE,2018,violent crime,assault,raw,85072.56198,5
OAX,2018,violent crime,assault,raw,34708.86486,5
PUE,2018,violent crime,assault,raw,31047.38961,5
QUE,2018,violent crime,assault,raw,24440.37025,5
ROO,2018,violent crime,assault,raw,23467.36364,5
SLP,2018,violent crime,assault,raw,29457.81818,5
SIN,2018,violent crime,assault,raw,26577.62238,5
SON,2018,violent crime,assault,raw,10883.94678,5
TAB,2018,violent crime,assault,raw,25661.40845,5
TAM,2018,violent crime,assault,raw,45168.09917,5
TLA,2018,violent crime,assault,raw,1331.118881,5
VER,2018,violent crime,assault,raw,34004.15584,5
YUC,2018,violent crime,assault,raw,5020.536585,5
ZAC,2018,violent crime,assault,raw,20018.78788,5
AGU,2015,violent crime,rape,raw,4884,6
BCN,2015,violent crime,rape,raw,7467,6
BCS,2015,violent crime,rape,raw,3140,6
CAM,2015,violent crime,rape,raw,388,6
COA,2015,violent crime,rape,raw,1345,6
COL,2015,violent crime,rape,raw,165,6
CHP,2015,violent crime,rape,raw,2700,6
CHH,2015,violent crime,rape,raw,6717,6
DIF,2015,violent crime,rape,raw,3768.285714,6
DUR,2015,violent crime,rape,raw,922.6,6
GUA,2015,violent crime,rape,raw,5823,6
GRO,2015,violent crime,rape,raw,7980,6
HID,2015,violent crime,rape,raw,4984,6
JAL,2015,violent crime,rape,raw,13542,6
MEX,2015,violent crime,rape,raw,4568.333333,6
MIC,2015,violent crime,rape,raw,7337,6
MOR,2015,violent crime,rape,raw,9690,6
NAY,2015,violent crime,rape,raw,365.7142857,6
NLE,2015,violent crime,rape,raw,9209.75,6
OAX,2015,violent crime,rape,raw,2412,6
PUE,2015,violent crime,rape,raw,7165,6
QUE,2015,violent crime,rape,raw,1947,6
ROO,2015,violent crime,rape,raw,2749.333333,6
SLP,2015,violent crime,rape,raw,1746.666667,6
SIN,2015,violent crime,rape,raw,4148,6
SON,2015,violent crime,rape,raw,846.4,6
TAB,2015,violent crime,rape,raw,2110.5,6
TAM,2015,violent crime,rape,raw,11976,6
TLA,2015,violent crime,rape,raw,948,6
VER,2015,violent crime,rape,raw,1118,6
YUC,2015,violent crime,rape,raw,6138,6
ZAC,2015,violent crime,rape,raw,612.5,6
AGU,2016,violent crime,rape,raw,4764,6
BCN,2016,violent crime,rape,raw,6872.571429,6
BCS,2016,violent crime,rape,raw,4580,6
CAM,2016,violent crime,rape,raw,832,6
COA,2016,violent crime,rape,raw,2212.5,6
COL,2016,violent crime,rape,raw,408,6
CHP,2016,violent crime,rape,raw,2820,6
CHH,2016,violent crime,rape,raw,6513,6
DIF,2016,violent crime,rape,raw,4148.571429,6
DUR,2016,violent crime,rape,raw,1002.4,6
GUA,2016,violent crime,rape,raw,4818,6
GRO,2016,violent crime,rape,raw,6924,6
HID,2016,violent crime,rape,raw,6440,6
JAL,2016,violent crime,rape,raw,20412,6
MEX,2016,violent crime,rape,raw,6460,6
MIC,2016,violent crime,rape,raw,6622,6
MOR,2016,violent crime,rape,raw,9580,6
NAY,2016,violent crime,rape,raw,232.8571429,6
NLE,2016,violent crime,rape,raw,9813.25,6
OAX,2016,violent crime,rape,raw,11808,6
PUE,2016,violent crime,rape,raw,6610,6
QUE,2016,violent crime,rape,raw,2139,6
ROO,2016,violent crime,rape,raw,1800,6
SLP,2016,violent crime,rape,raw,2002.666667,6
SIN,2016,violent crime,rape,raw,4318,6
SON,2016,violent crime,rape,raw,1297.6,6
TAB,2016,violent crime,rape,raw,2873.5,6
TAM,2016,violent crime,rape,raw,12780,6
TLA,2016,violent crime,rape,raw,792,6
VER,2016,violent crime,rape,raw,1240,6
YUC,2016,violent crime,rape,raw,6156,6
ZAC,2016,violent crime,rape,raw,679,6
AGU,2017,violent crime,rape,raw,6492,6
BCN,2017,violent crime,rape,raw,6772.142857,6
BCS,2017,violent crime,rape,raw,4580,6
CAM,2017,violent crime,rape,raw,852,6
COA,2017,violent crime,rape,raw,2572.5,6
COL,2017,violent crime,rape,raw,1074,6
CHP,2017,violent crime,rape,raw,3085,6
CHH,2017,violent crime,rape,raw,7245,6
DIF,2017,violent crime,rape,raw,3223,6
DUR,2017,violent crime,rape,raw,917,6
GUA,2017,violent crime,rape,raw,4530,6
GRO,2017,violent crime,rape,raw,6792,6
HID,2017,violent crime,rape,raw,7658,6
JAL,2017,violent crime,rape,raw,19476,6
MEX,2017,violent crime,rape,raw,6590,6
MIC,2017,violent crime,rape,raw,7623,6
MOR,2017,violent crime,rape,raw,10460,6
NAY,2017,violent crime,rape,raw,200,6
NLE,2017,violent crime,rape,raw,9906.75,6
OAX,2017,violent crime,rape,raw,11004,6
PUE,2017,violent crime,rape,raw,6260,6
QUE,2017,violent crime,rape,raw,2478,6
ROO,2017,violent crime,rape,raw,1749.333333,6
SLP,2017,violent crime,rape,raw,2805.333333,6
SIN,2017,violent crime,rape,raw,3570,6
SON,2017,violent crime,rape,raw,1060.8,6
TAB,2017,violent crime,rape,raw,3878,6
TAM,2017,violent crime,rape,raw,13332,6
TLA,2017,violent crime,rape,raw,984,6
VER,2017,violent crime,rape,raw,3540,6
YUC,2017,violent crime,rape,raw,6021,6
ZAC,2017,violent crime,rape,raw,644,6
AGU,2018,violent crime,rape,raw,8064,6
BCN,2018,violent crime,rape,raw,7245.662338,6
BCS,2018,violent crime,rape,raw,5181.818182,6
CAM,2018,violent crime,rape,raw,946.9090909,6
COA,2018,violent crime,rape,raw,3035.454545,6
COL,2018,violent crime,rape,raw,1201.090909,6
CHP,2018,violent crime,rape,raw,3608.181818,6
CHH,2018,violent crime,rape,raw,8361.818182,6
DIF,2018,violent crime,rape,raw,5283.428571,6
DUR,2018,violent crime,rape,raw,986.6181818,6
GUA,2018,violent crime,rape,raw,5341.090909,6
GRO,2018,violent crime,rape,raw,6021.818182,6
HID,2018,violent crime,rape,raw,9094.909091,6
JAL,2018,violent crime,rape,raw,17928,6
MEX,2018,violent crime,rape,raw,7296.363636,6
MIC,2018,violent crime,rape,raw,8808,6
MOR,2018,violent crime,rape,raw,10854.54545,6
NAY,2018,violent crime,rape,raw,232.2077922,6
NLE,2018,violent crime,rape,raw,12430.09091,6
OAX,2018,violent crime,rape,raw,15761.45455,6
PUE,2018,violent crime,rape,raw,8754.545455,6
QUE,2018,violent crime,rape,raw,2785.090909,6
ROO,2018,violent crime,rape,raw,1800.727273,6
SLP,2018,violent crime,rape,raw,3069.090909,6
SIN,2018,violent crime,rape,raw,5155.636364,6
SON,2018,violent crime,rape,raw,891.9272727,6
TAB,2018,violent crime,rape,raw,3883.090909,6
TAM,2018,violent crime,rape,raw,16114.90909,6
TLA,2018,violent crime,rape,raw,2762.181818,6
VER,2018,violent crime,rape,raw,3122.181818,6
YUC,2018,violent crime,rape,raw,3259.636364,6
ZAC,2018,violent crime,rape,raw,801.8181818,6
AGU,2015,violent crime,robbery,raw,40736.8178,7
BCN,2015,violent crime,robbery,raw,160402.7436,7
BCS,2015,violent crime,robbery,raw,29854.98043,7
CAM,2015,violent crime,robbery,raw,3549.333333,7
COA,2015,violent crime,robbery,raw,56463.91304,7
COL,2015,violent crime,robbery,raw,9961.913793,7
CHP,2015,violent crime,robbery,raw,38318.82494,7
CHH,2015,violent crime,robbery,raw,59218.69291,7
DIF,2015,violent crime,robbery,raw,493531.506,7
DUR,2015,violent crime,robbery,raw,43983.2547,7
GUA,2015,violent crime,robbery,raw,141488.2576,7
GRO,2015,violent crime,robbery,raw,86517.26384,7
HID,2015,violent crime,robbery,raw,39347.10427,7
JAL,2015,violent crime,robbery,raw,116501.3123,7
MEX,2015,violent crime,robbery,raw,529307.9486,7
MIC,2015,violent crime,robbery,raw,68470.03253,7
MOR,2015,violent crime,robbery,raw,93291.09118,7
NAY,2015,violent crime,robbery,raw,5973.425455,7
NLE,2015,violent crime,robbery,raw,71834.4216,7
OAX,2015,violent crime,robbery,raw,8131.450549,7
PUE,2015,violent crime,robbery,raw,110497.0231,7
QUE,2015,violent crime,robbery,raw,63964.34638,7
ROO,2015,violent crime,robbery,raw,56442.66019,7
SLP,2015,violent crime,robbery,raw,35753.7093,7
SIN,2015,violent crime,robbery,raw,46717.72504,7
SON,2015,violent crime,robbery,raw,34538.32898,7
TAB,2015,violent crime,robbery,raw,88514.11126,7
TAM,2015,violent crime,robbery,raw,103161.9745,7
TLA,2015,violent crime,robbery,raw,17121.69133,7
VER,2015,violent crime,robbery,raw,72436.8441,7
YUC,2015,violent crime,robbery,raw,11837.89063,7
ZAC,2015,violent crime,robbery,raw,31673.54015,7
AGU,2016,violent crime,robbery,raw,43362.42559,7
BCN,2016,violent crime,robbery,raw,159975.7736,7
BCS,2016,violent crime,robbery,raw,37232.72826,7
CAM,2016,violent crime,robbery,raw,4513.196581,7
COA,2016,violent crime,robbery,raw,45669.5942,7
COL,2016,violent crime,robbery,raw,23640.36207,7
CHP,2016,violent crime,robbery,raw,43469.8801,7
CHH,2016,violent crime,robbery,raw,49436.3622,7
DIF,2016,violent crime,robbery,raw,519790.3012,7
DUR,2016,violent crime,robbery,raw,41742.28601,7
GUA,2016,violent crime,robbery,raw,156720.9848,7
GRO,2016,violent crime,robbery,raw,79740.07818,7
HID,2016,violent crime,robbery,raw,45476.89336,7
JAL,2016,violent crime,robbery,raw,121822.0515,7
MEX,2016,violent crime,robbery,raw,552250.6443,7
MIC,2016,violent crime,robbery,raw,69805.11473,7
MOR,2016,violent crime,robbery,raw,89103.78924,7
NAY,2016,violent crime,robbery,raw,3234.927273,7
NLE,2016,violent crime,robbery,raw,93907.66551,7
OAX,2016,violent crime,robbery,raw,46434,7
PUE,2016,violent crime,robbery,raw,103461.5786,7
QUE,2016,violent crime,robbery,raw,80237.47391,7
ROO,2016,violent crime,robbery,raw,31683.19417,7
SLP,2016,violent crime,robbery,raw,46545.60465,7
SIN,2016,violent crime,robbery,raw,39849.78069,7
SON,2016,violent crime,robbery,raw,55350.462,7
TAB,2016,violent crime,robbery,raw,113403.3536,7
TAM,2016,violent crime,robbery,raw,83185.81671,7
TLA,2016,violent crime,robbery,raw,17002.38901,7
VER,2016,violent crime,robbery,raw,68624.37862,7
YUC,2016,violent crime,robbery,raw,8699.625,7
ZAC,2016,violent crime,robbery,raw,30219.79927,7
AGU,2017,violent crime,robbery,raw,57774.77051,7
BCN,2017,violent crime,robbery,raw,168768.0695,7
BCS,2017,violent crime,robbery,raw,35371.91087,7
CAM,2017,violent crime,robbery,raw,3652.752137,7
COA,2017,violent crime,robbery,raw,44853.14493,7
COL,2017,violent crime,robbery,raw,27810.62069,7
CHP,2017,violent crime,robbery,raw,44262.35012,7
CHH,2017,violent crime,robbery,raw,63720.91339,7
DIF,2017,violent crime,robbery,raw,654647.0602,7
DUR,2017,violent crime,robbery,raw,47357.4405,7
GUA,2017,violent crime,robbery,raw,177934.1667,7
GRO,2017,violent crime,robbery,raw,70628.29967,7
HID,2017,violent crime,robbery,raw,57429.38389,7
JAL,2017,violent crime,robbery,raw,170424.6316,7
MEX,2017,violent crime,robbery,raw,770957.5534,7
MIC,2017,violent crime,robbery,raw,78145.09932,7
MOR,2017,violent crime,robbery,raw,80234.69357,7
NAY,2017,violent crime,robbery,raw,2376.349091,7
NLE,2017,violent crime,robbery,raw,83414.71951,7
OAX,2017,violent crime,robbery,raw,50965.51648,7
PUE,2017,violent crime,robbery,raw,141286.0365,7
QUE,2017,violent crime,robbery,raw,98016.02899,7
ROO,2017,violent crime,robbery,raw,51040.18932,7
SLP,2017,violent crime,robbery,raw,70227.32558,7
SIN,2017,violent crime,robbery,raw,45655.43372,7
SON,2017,violent crime,robbery,raw,36124.11401,7
TAB,2017,violent crime,robbery,raw,124612.5642,7
TAM,2017,violent crime,robbery,raw,86579.40835,7
TLA,2017,violent crime,robbery,raw,19377.58985,7
VER,2017,violent crime,robbery,raw,114747.4967,7
YUC,2017,violent crime,robbery,raw,7243.15625,7
ZAC,2017,violent crime,robbery,raw,31510.58394,7
AGU,2018,violent crime,robbery,raw,60200.02933,7
BCN,2018,violent crime,robbery,raw,134379.0766,7
BCS,2018,violent crime,robbery,raw,33834.23478,7
CAM,2018,violent crime,robbery,raw,4002.871795,7
COA,2018,violent crime,robbery,raw,39372.38735,7
COL,2018,violent crime,robbery,raw,26739.39498,7
CHP,2018,violent crime,robbery,raw,45708.47613,7
CHH,2018,violent crime,robbery,raw,60895.55906,7
DIF,2018,violent crime,robbery,raw,752345.77,7
DUR,2018,violent crime,robbery,raw,45699.09281,7
GUA,2018,violent crime,robbery,raw,191452.562,7
GRO,2018,violent crime,robbery,raw,58127.61623,7
HID,2018,violent crime,robbery,raw,58738.94787,7
JAL,2018,violent crime,robbery,raw,186989.9381,7
MEX,2018,violent crime,robbery,raw,699651.2964,7
MIC,2018,violent crime,robbery,raw,79913.53861,7
MOR,2018,violent crime,robbery,raw,79328.19405,7
NAY,2018,violent crime,robbery,raw,4851.836033,7
NLE,2018,violent crime,robbery,raw,79152.03041,7
OAX,2018,violent crime,robbery,raw,58443.28472,7
PUE,2018,violent crime,robbery,raw,155712.0585,7
QUE,2018,violent crime,robbery,raw,101156.8158,7
ROO,2018,violent crime,robbery,raw,61899.88173,7
SLP,2018,violent crime,robbery,raw,82365.5814,7
SIN,2018,violent crime,robbery,raw,39698.62461,7
SON,2018,violent crime,robbery,raw,25892.67545,7
TAB,2018,violent crime,robbery,raw,95354.57194,7
TAM,2018,violent crime,robbery,raw,76149.97764,7
TLA,2018,violent crime,robbery,raw,15558.60081,7
VER,2018,violent crime,robbery,raw,89457.29338,7
YUC,2018,violent crime,robbery,raw,7609.5,7
ZAC,2018,violent crime,robbery,raw,33448.90511,7
AGU,2015,weapons crime,assault,raw,36,8
BCN,2015,weapons crime,assault,raw,7419.481113,8
BCS,2015,weapons crime,assault,raw,9,8
CAM,2015,weapons crime,assault,raw,4,8
COA,2015,weapons crime,assault,raw,64,8
COL,2015,weapons crime,assault,raw,9,8
CHP,2015,weapons crime,assault,raw,51,8
CHH,2015,weapons crime,assault,raw,279,8
DIF,2015,weapons crime,assault,raw,1254,8
DUR,2015,weapons crime,assault,raw,102,8
GUA,2015,weapons crime,assault,raw,784,8
GRO,2015,weapons crime,assault,raw,281,8
HID,2015,weapons crime,assault,raw,32,8
JAL,2015,weapons crime,assault,raw,525,8
MEX,2015,weapons crime,assault,raw,714,8
MIC,2015,weapons crime,assault,raw,269,8
MOR,2015,weapons crime,assault,raw,4265.701048,8
NAY,2015,weapons crime,assault,raw,23,8
NLE,2015,weapons crime,assault,raw,256,8
OAX,2015,weapons crime,assault,raw,37,8
PUE,2015,weapons crime,assault,raw,317,8
QUE,2015,weapons crime,assault,raw,4572.952258,8
ROO,2015,weapons crime,assault,raw,43,8
SLP,2015,weapons crime,assault,raw,33,8
SIN,2015,weapons crime,assault,raw,409,8
SON,2015,weapons crime,assault,raw,6374.237913,8
TAB,2015,weapons crime,assault,raw,5361.155872,8
TAM,2015,weapons crime,assault,raw,29,8
TLA,2015,weapons crime,assault,raw,11,8
VER,2015,weapons crime,assault,raw,243,8
YUC,2015,weapons crime,assault,raw,48,8
ZAC,2015,weapons crime,assault,raw,104,8
AGU,2016,weapons crime,assault,raw,42,8
BCN,2016,weapons crime,assault,raw,8477.824841,8
BCS,2016,weapons crime,assault,raw,37,8
CAM,2016,weapons crime,assault,raw,6,8
COA,2016,weapons crime,assault,raw,48,8
COL,2016,weapons crime,assault,raw,14,8
CHP,2016,weapons crime,assault,raw,114,8
CHH,2016,weapons crime,assault,raw,331,8
DIF,2016,weapons crime,assault,raw,1304,8
DUR,2016,weapons crime,assault,raw,60,8
GUA,2016,weapons crime,assault,raw,852,8
GRO,2016,weapons crime,assault,raw,416,8
HID,2016,weapons crime,assault,raw,66,8
JAL,2016,weapons crime,assault,raw,573,8
MEX,2016,weapons crime,assault,raw,742,8
MIC,2016,weapons crime,assault,raw,471,8
MOR,2016,weapons crime,assault,raw,4869.267451,8
NAY,2016,weapons crime,assault,raw,13,8
NLE,2016,weapons crime,assault,raw,359,8
OAX,2016,weapons crime,assault,raw,266,8
PUE,2016,weapons crime,assault,raw,313,8
QUE,2016,weapons crime,assault,raw,7,8
ROO,2016,weapons crime,assault,raw,75,8
SLP,2016,weapons crime,assault,raw,93,8
SIN,2016,weapons crime,assault,raw,322,8
SON,2016,weapons crime,assault,raw,121,8
TAB,2016,weapons crime,assault,raw,6121.40088,8
TAM,2016,weapons crime,assault,raw,35,8
TLA,2016,weapons crime,assault,raw,32,8
VER,2016,weapons crime,assault,raw,342,8
YUC,2016,weapons crime,assault,raw,60,8
ZAC,2016,weapons crime,assault,raw,110,8
AGU,2017,weapons crime,assault,raw,91,8
BCN,2017,weapons crime,assault,raw,268,8
BCS,2017,weapons crime,assault,raw,68,8
CAM,2017,weapons crime,assault,raw,3,8
COA,2017,weapons crime,assault,raw,60,8
COL,2017,weapons crime,assault,raw,39,8
CHP,2017,weapons crime,assault,raw,125,8
CHH,2017,weapons crime,assault,raw,408,8
DIF,2017,weapons crime,assault,raw,1821,8
DUR,2017,weapons crime,assault,raw,45,8
GUA,2017,weapons crime,assault,raw,1032,8
GRO,2017,weapons crime,assault,raw,282,8
HID,2017,weapons crime,assault,raw,155,8
JAL,2017,weapons crime,assault,raw,823,8
MEX,2017,weapons crime,assault,raw,1422,8
MIC,2017,weapons crime,assault,raw,691,8
MOR,2017,weapons crime,assault,raw,6895.779071,8
NAY,2017,weapons crime,assault,raw,28,8
NLE,2017,weapons crime,assault,raw,423,8
OAX,2017,weapons crime,assault,raw,308,8
PUE,2017,weapons crime,assault,raw,367,8
QUE,2017,weapons crime,assault,raw,85,8
ROO,2017,weapons crime,assault,raw,193,8
SLP,2017,weapons crime,assault,raw,218,8
SIN,2017,weapons crime,assault,raw,357,8
SON,2017,weapons crime,assault,raw,182,8
TAB,2017,weapons crime,assault,raw,8670.273929,8
TAM,2017,weapons crime,assault,raw,223,8
TLA,2017,weapons crime,assault,raw,29,8
VER,2017,weapons crime,assault,raw,566,8
YUC,2017,weapons crime,assault,raw,30,8
ZAC,2017,weapons crime,assault,raw,117,8
AGU,2018,weapons crime,assault,raw,82.90909091,8
BCN,2018,weapons crime,assault,raw,910.9090909,8
BCS,2018,weapons crime,assault,raw,29.45454545,8
CAM,2018,weapons crime,assault,raw,7.636363636,8
COA,2018,weapons crime,assault,raw,42.54545455,8
COL,2018,weapons crime,assault,raw,46.90909091,8
CHP,2018,weapons crime,assault,raw,173.4545455,8
CHH,2018,weapons crime,assault,raw,501.8181818,8
DIF,2018,weapons crime,assault,raw,1873.090909,8
DUR,2018,weapons crime,assault,raw,41.45454545,8
GUA,2018,weapons crime,assault,raw,1024.363636,8
GRO,2018,weapons crime,assault,raw,425.4545455,8
HID,2018,weapons crime,assault,raw,197.4545455,8
JAL,2018,weapons crime,assault,raw,829.0909091,8
MEX,2018,weapons crime,assault,raw,1479.272727,8
MIC,2018,weapons crime,assault,raw,982.9090909,8
MOR,2018,weapons crime,assault,raw,7834.791196,8
NAY,2018,weapons crime,assault,raw,32.72727273,8
NLE,2018,weapons crime,assault,raw,466.9090909,8
OAX,2018,weapons crime,assault,raw,403.6363636,8
PUE,2018,weapons crime,assault,raw,401.4545455,8
QUE,2018,weapons crime,assault,raw,125.4545455,8
ROO,2018,weapons crime,assault,raw,257.4545455,8
SLP,2018,weapons crime,assault,raw,205.0909091,8
SIN,2018,weapons crime,assault,raw,245.4545455,8
SON,2018,weapons crime,assault,raw,146.1818182,8
TAB,2018,weapons crime,assault,raw,160.3636364,8
TAM,2018,weapons crime,assault,raw,295.6363636,8
TLA,2018,weapons crime,assault,raw,14.18181818,8
VER,2018,weapons crime,assault,raw,586.9090909,8
YUC,2018,weapons crime,assault,raw,15.27272727,8
ZAC,2018,weapons crime,assault,raw,135.2727273,8
AGU,2015,weapons crime,homicide,raw,21,9
BCN,2015,weapons crime,homicide,raw,550,9
BCS,2015,weapons crime,homicide,raw,125,9
CAM,2015,weapons crime,homicide,raw,21,9
COA,2015,weapons crime,homicide,raw,175,9
COL,2015,weapons crime,homicide,raw,140,9
CHP,2015,weapons crime,homicide,raw,180,9
CHH,2015,weapons crime,homicide,raw,716,9
DIF,2015,weapons crime,homicide,raw,531,9
DUR,2015,weapons crime,homicide,raw,170,9
GUA,2015,weapons crime,homicide,raw,792,9
GRO,2015,weapons crime,homicide,raw,1421,9
HID,2015,weapons crime,homicide,raw,72,9
JAL,2015,weapons crime,homicide,raw,583,9
MEX,2015,weapons crime,homicide,raw,1439,9
MIC,2015,weapons crime,homicide,raw,534,9
MOR,2015,weapons crime,homicide,raw,207,9
NAY,2015,weapons crime,homicide,raw,46,9
NLE,2015,weapons crime,homicide,raw,231,9
OAX,2015,weapons crime,homicide,raw,147,9
PUE,2015,weapons crime,homicide,raw,322,9
QUE,2015,weapons crime,homicide,raw,61,9
ROO,2015,weapons crime,homicide,raw,32,9
SLP,2015,weapons crime,homicide,raw,130,9
SIN,2015,weapons crime,homicide,raw,811,9
SON,2015,weapons crime,homicide,raw,341,9
TAB,2015,weapons crime,homicide,raw,45,9
TAM,2015,weapons crime,homicide,raw,426,9
TLA,2015,weapons crime,homicide,raw,32,9
VER,2015,weapons crime,homicide,raw,217,9
YUC,2015,weapons crime,homicide,raw,11,9
ZAC,2015,weapons crime,homicide,raw,203,9
AGU,2016,weapons crime,homicide,raw,21,9
BCN,2016,weapons crime,homicide,raw,788,9
BCS,2016,weapons crime,homicide,raw,232,9
CAM,2016,weapons crime,homicide,raw,34,9
COA,2016,weapons crime,homicide,raw,113,9
COL,2016,weapons crime,homicide,raw,434,9
CHP,2016,weapons crime,homicide,raw,204,9
CHH,2016,weapons crime,homicide,raw,986,9
DIF,2016,weapons crime,homicide,raw,664,9
DUR,2016,weapons crime,homicide,raw,153,9
GUA,2016,weapons crime,homicide,raw,804,9
GRO,2016,weapons crime,homicide,raw,1543,9
HID,2016,weapons crime,homicide,raw,76,9
JAL,2016,weapons crime,homicide,raw,706,9
MEX,2016,weapons crime,homicide,raw,1457,9
MIC,2016,weapons crime,homicide,raw,1013,9
MOR,2016,weapons crime,homicide,raw,427,9
NAY,2016,weapons crime,homicide,raw,19,9
NLE,2016,weapons crime,homicide,raw,358,9
OAX,2016,weapons crime,homicide,raw,634,9
PUE,2016,weapons crime,homicide,raw,365,9
QUE,2016,weapons crime,homicide,raw,49,9
ROO,2016,weapons crime,homicide,raw,47,9
SLP,2016,weapons crime,homicide,raw,222,9
SIN,2016,weapons crime,homicide,raw,884,9
SON,2016,weapons crime,homicide,raw,347,9
TAB,2016,weapons crime,homicide,raw,101,9
TAM,2016,weapons crime,homicide,raw,562,9
TLA,2016,weapons crime,homicide,raw,46,9
VER,2016,weapons crime,homicide,raw,717,9
YUC,2016,weapons crime,homicide,raw,8,9
ZAC,2016,weapons crime,homicide,raw,431,9
AGU,2017,weapons crime,homicide,raw,30,9
BCN,2017,weapons crime,homicide,raw,1632,9
BCS,2017,weapons crime,homicide,raw,691,9
CAM,2017,weapons crime,homicide,raw,33,9
COA,2017,weapons crime,homicide,raw,118,9
COL,2017,weapons crime,homicide,raw,625,9
CHP,2017,weapons crime,homicide,raw,243,9
CHH,2017,weapons crime,homicide,raw,1315,9
DIF,2017,weapons crime,homicide,raw,895,9
DUR,2017,weapons crime,homicide,raw,139,9
GUA,2017,weapons crime,homicide,raw,1274,9
GRO,2017,weapons crime,homicide,raw,1725,9
HID,2017,weapons crime,homicide,raw,117,9
JAL,2017,weapons crime,homicide,raw,940,9
MEX,2017,weapons crime,homicide,raw,1619,9
MIC,2017,weapons crime,homicide,raw,1220,9
MOR,2017,weapons crime,homicide,raw,381,9
NAY,2017,weapons crime,homicide,raw,237,9
NLE,2017,weapons crime,homicide,raw,405,9
OAX,2017,weapons crime,homicide,raw,754,9
PUE,2017,weapons crime,homicide,raw,667,9
QUE,2017,weapons crime,homicide,raw,114,9
ROO,2017,weapons crime,homicide,raw,206,9
SLP,2017,weapons crime,homicide,raw,334,9
SIN,2017,weapons crime,homicide,raw,1178,9
SON,2017,weapons crime,homicide,raw,501,9
TAB,2017,weapons crime,homicide,raw,219,9
TAM,2017,weapons crime,homicide,raw,727,9
TLA,2017,weapons crime,homicide,raw,55,9
VER,2017,weapons crime,homicide,raw,1195,9
YUC,2017,weapons crime,homicide,raw,3,9
ZAC,2017,weapons crime,homicide,raw,552,9
AGU,2018,weapons crime,homicide,raw,45.81818182,9
BCN,2018,weapons crime,homicide,raw,2308.363636,9
BCS,2018,weapons crime,homicide,raw,140.7272727,9
CAM,2018,weapons crime,homicide,raw,31.63636364,9
COA,2018,weapons crime,homicide,raw,117.8181818,9
